月均利润,本港,目标,去程物品,返程物品,平均往返时间,去程利润,返程利润,本港区域,本港文化,目标区域,目标文化
5464.411764705882,澳门,阿姆斯特丹,茶叶,蕾丝,5.666666666666667,23250.0,7715.0,东亚,大明,欧洲北部,荷兰
5460.0,科钦,"爱丁堡,都柏林,伦敦",胡椒,英格兰花呢,5.0,21300.0,6000.0,印度洋,印度,欧洲北部,不列颠
5460.0,斯德哥尔摩,"堺,长崎",琥珀,漆器,6.666666666666667,16800.0,19600.0,欧洲北部,北欧,东亚,日本
5460.0,长崎,"斯德哥尔摩,但泽,维斯比",漆器,琥珀,6.666666666666667,19600.0,16800.0,东亚,日本,欧洲北部,北欧
5460.0,堺,"斯德哥尔摩,但泽,维斯比",漆器,琥珀,6.666666666666667,19600.0,16800.0,东亚,日本,欧洲北部,北欧
5460.0,但泽,"堺,长崎",琥珀,漆器,6.666666666666667,16800.0,19600.0,欧洲北部,北欧,东亚,日本
5460.0,维斯比,"堺,长崎",琥珀,漆器,6.666666666666667,16800.0,19600.0,欧洲北部,北欧,东亚,日本
5451.428571428572,布里斯托,贝鲁特,船钉,大马士革刀,2.9166666666666665,900.0,15000.0,欧洲北部,不列颠,欧洲东部,土耳其
5441.666666666667,安平,"霍尔木兹,巴士拉",龙涎香,青金石,3.0,1750.0,14575.0,东亚,大明,印度洋,波斯
5425.0,班加西,"威尼斯,比萨,热那亚",陶器,天鹅绒,2.0,1250.0,9600.0,欧洲东部,北非,欧洲东部,意大利
5424.324324324324,马萨瓦,"堺,长崎",咖啡,漆器,3.0833333333333335,3250.0,13475.0,印度洋,阿拉伯,东亚,日本
5423.076923076923,佛得角,"斯德哥尔摩,但泽,维斯比",玛瑙,琥珀,3.25,825.0,16800.0,非洲西部,西非,欧洲北部,北欧
5423.0,科钦,伊斯坦布尔,肉桂,蓝眼睛,5.0,15190.0,11925.0,印度洋,印度,欧洲东部,土耳其
5423.0,果阿,伊斯坦布尔,肉桂,蓝眼睛,5.0,15190.0,11925.0,印度洋,印度,欧洲东部,土耳其
5421.666666666667,科皮亚波,"亚丁,吉达,索科特拉",烟草,乳香,3.0,11550.0,4715.0,南美洲,中南美,印度洋,阿拉伯
5419.047619047619,巴伊亚,"斯德哥尔摩,但泽,维斯比",马黛茶,琥珀,5.25,6400.0,22050.0,南美洲,中南美,欧洲北部,北欧
5419.047619047619,圣安东尼奥,"斯德哥尔摩,但泽,维斯比",马黛茶,琥珀,5.25,6400.0,22050.0,南美洲,中南美,欧洲北部,北欧
5419.047619047619,布宜诺斯艾利斯,"斯德哥尔摩,但泽,维斯比",马黛茶,琥珀,5.25,6400.0,22050.0,南美洲,中南美,欧洲北部,北欧
5418.461538461538,瓦尔帕莱索,"开罗,亚历山大",玛卡,埃及香精,3.25,1860.0,15750.0,南美洲,中南美,欧洲东部,北非
5412.5,摩加迪沙,"霍尔木兹,巴士拉",犀角,青金石,2.0,4200.0,6625.0,印度洋,东非,印度洋,波斯
5412.5,基尔瓦,"霍尔木兹,巴士拉",犀角,青金石,2.0,4200.0,6625.0,印度洋,东非,印度洋,波斯
5400.0,威廉斯塔德,"开罗,亚历山大",剑麻,埃及香精,3.25,1800.0,15750.0,加勒比,加勒比,欧洲东部,北非
5400.0,普利茅斯,贝鲁特,白镴器皿,大马士革刀,2.9166666666666665,750.0,15000.0,欧洲北部,不列颠,欧洲东部,土耳其
5400.0,大开曼,"开罗,亚历山大",剑麻,埃及香精,3.25,1800.0,15750.0,加勒比,加勒比,欧洲东部,北非
5400.0,布里斯托,"雅典,萨洛尼卡",船钉,大理石像,2.0,900.0,9900.0,欧洲北部,不列颠,欧洲东部,巴尔干
5397.5,加来,"雅典,萨洛尼卡",蕾丝,大理石像,2.0,2695.0,8100.0,欧洲北部,法国,欧洲东部,巴尔干
5390.625,达沃,伊斯坦布尔,沉香,蓝眼睛,5.333333333333333,14175.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
5361.9047619047615,马赛,科皮亚波,天鹅绒,烟草,5.25,9600.0,18550.0,欧洲东部,法国,南美洲,中南美
5361.9047619047615,科皮亚波,马赛,烟草,天鹅绒,5.25,18550.0,9600.0,南美洲,中南美,欧洲东部,法国
5360.0,法马古斯塔,"爱丁堡,都柏林,伦敦",贝紫,英格兰花呢,2.0,6720.0,4000.0,欧洲东部,巴尔干,欧洲北部,不列颠
5360.0,法马古斯塔,"里斯本,塞维利亚,巴塞罗那",贝紫,火器,2.0,5120.0,5600.0,欧洲东部,巴尔干,欧洲西部,伊比利亚
5353.846153846154,大开曼,贝鲁特,剑麻,大马士革刀,3.25,2400.0,15000.0,加勒比,加勒比,欧洲东部,土耳其
5353.846153846154,威廉斯塔德,贝鲁特,剑麻,大马士革刀,3.25,2400.0,15000.0,加勒比,加勒比,欧洲东部,土耳其
5352.380952380952,马拉开波,"堺,长崎",黄金,漆器,5.25,14625.0,13475.0,加勒比,加勒比,东亚,日本
5352.380952380952,牙买加,"堺,长崎",黄金,漆器,5.25,14625.0,13475.0,加勒比,加勒比,东亚,日本
5350.0,第乌,杭州,印度印花布,青花瓷,3.0,5550.0,10500.0,印度洋,印度,东亚,大明
5350.0,本地治里,"开罗,亚历山大",乌兹钢,埃及香精,5.0,11000.0,15750.0,印度洋,印度,欧洲东部,北非
5350.0,马苏利帕特南,杭州,印度印花布,青花瓷,3.0,5550.0,10500.0,印度洋,印度,东亚,大明
5350.0,马德拉斯,"开罗,亚历山大",乌兹钢,埃及香精,5.0,11000.0,15750.0,印度洋,印度,欧洲东部,北非
5348.0,果阿,"斯德哥尔摩,但泽,维斯比",肉桂,琥珀,5.0,15190.0,11550.0,印度洋,印度,欧洲北部,北欧
5347.058823529412,威尼斯,那霸,玻璃工艺品,珊瑚,5.666666666666667,29400.0,900.0,欧洲东部,意大利,东亚,东亚
5347.058823529412,拉古萨,那霸,玻璃工艺品,珊瑚,5.666666666666667,29400.0,900.0,欧洲东部,意大利,东亚,东亚
5347.058823529412,那霸,"那不勒斯,拉古萨,威尼斯",珊瑚,玻璃工艺品,5.666666666666667,900.0,29400.0,东亚,东亚,欧洲东部,意大利
5347.058823529412,那不勒斯,那霸,玻璃工艺品,珊瑚,5.666666666666667,29400.0,900.0,欧洲东部,意大利,东亚,东亚
5333.823529411765,淡水,"那不勒斯,拉古萨,威尼斯",玛瑙,玻璃工艺品,5.666666666666667,825.0,29400.0,东亚,大明,欧洲东部,意大利
5331.666666666667,法马古斯塔,"霍尔木兹,巴士拉",贝紫,青金石,3.0,6720.0,9275.0,欧洲东部,巴尔干,印度洋,波斯
5331.428571428572,马六甲,"开普敦,本格拉,塞拉利昂",金制工艺品,钻石,3.5,1500.0,17160.0,东南亚,东南亚,非洲西部,西非
5325.789473684211,纳塔尔,马赛,乌木,天鹅绒,3.1666666666666665,2465.0,14400.0,印度洋,东非,欧洲东部,法国
5325.0,普利茅斯,"雅典,萨洛尼卡",白镴器皿,大理石像,2.0,750.0,9900.0,欧洲北部,不列颠,欧洲东部,巴尔干
5321.666666666667,通贝斯,"亚丁,吉达,索科特拉",印加玫瑰,乳香,3.0,11250.0,4715.0,南美洲,南美西岸,印度洋,阿拉伯
5321.666666666667,阿姆斯特丹,"霍尔木兹,巴士拉",蕾丝,青金石,3.0,4040.0,11925.0,欧洲北部,荷兰,印度洋,波斯
5321.666666666667,巴士拉,阿姆斯特丹,青金石,蕾丝,3.0,11925.0,4040.0,印度洋,波斯,欧洲北部,荷兰
5321.666666666667,利马,"亚丁,吉达,索科特拉",印加玫瑰,乳香,3.0,11250.0,4715.0,南美洲,南美西岸,印度洋,阿拉伯
5321.666666666667,霍尔木兹,阿姆斯特丹,青金石,蕾丝,3.0,11925.0,4040.0,印度洋,波斯,欧洲北部,荷兰
5321.666666666667,兰巴耶克,"亚丁,吉达,索科特拉",印加玫瑰,乳香,3.0,11250.0,4715.0,南美洲,南美西岸,印度洋,阿拉伯
5313.636363636364,通贝斯,巨港,印加玫瑰,翡翠,5.5,13125.0,16100.0,南美洲,南美西岸,东南亚,东南亚
5313.636363636364,巨港,"利马,兰巴耶克,通贝斯",翡翠,印加玫瑰,5.5,16100.0,13125.0,东南亚,东南亚,南美洲,南美西岸
5313.636363636364,利马,巨港,印加玫瑰,翡翠,5.5,13125.0,16100.0,南美洲,南美西岸,东南亚,东南亚
5313.636363636364,兰巴耶克,巨港,印加玫瑰,翡翠,5.5,13125.0,16100.0,南美洲,南美西岸,东南亚,东南亚
5300.0,巴塞罗那,"威尼斯,比萨,热那亚",火器,天鹅绒,2.0,4200.0,6400.0,欧洲东部,伊比利亚,欧洲东部,意大利
5300.0,巴塞罗那,马赛,火器,天鹅绒,2.0,4200.0,6400.0,欧洲东部,伊比利亚,欧洲东部,法国
5300.0,圣胡安,"霍尔木兹,巴士拉",珍珠,青金石,3.0,1325.0,14575.0,加勒比,加勒比,印度洋,波斯
5300.0,马赛,"里斯本,塞维利亚,巴塞罗那",天鹅绒,火器,2.0,6400.0,4200.0,欧洲东部,法国,欧洲西部,伊比利亚
5300.0,比萨,"里斯本,塞维利亚,巴塞罗那",天鹅绒,火器,2.0,6400.0,4200.0,欧洲东部,意大利,欧洲西部,伊比利亚
5300.0,波尔多,亚历山大,香肠,胡椒,2.0,400.0,10200.0,欧洲西部,法国,欧洲东部,北非
5300.0,塞维利亚,马赛,火器,天鹅绒,2.0,4200.0,6400.0,欧洲西部,伊比利亚,欧洲东部,法国
5300.0,热那亚,"里斯本,塞维利亚,巴塞罗那",天鹅绒,火器,2.0,6400.0,4200.0,欧洲东部,意大利,欧洲西部,伊比利亚
5300.0,里斯本,"威尼斯,比萨,热那亚",火器,天鹅绒,2.0,4200.0,6400.0,欧洲西部,伊比利亚,欧洲东部,意大利
5300.0,里斯本,马赛,火器,天鹅绒,2.0,4200.0,6400.0,欧洲西部,伊比利亚,欧洲东部,法国
5300.0,威尼斯,"里斯本,塞维利亚,巴塞罗那",天鹅绒,火器,2.0,6400.0,4200.0,欧洲东部,意大利,欧洲西部,伊比利亚
5300.0,塞维利亚,"威尼斯,比萨,热那亚",火器,天鹅绒,2.0,4200.0,6400.0,欧洲西部,伊比利亚,欧洲东部,意大利
5292.9729729729725,马萨瓦,"釜山,汉阳",咖啡,白瓷,3.0833333333333335,3250.0,13070.0,印度洋,阿拉伯,东亚,朝鲜
5285.0,班加西,"锡兰,卡利卡特",陶器,红宝石,5.0,2500.0,23925.0,欧洲东部,北非,印度洋,印度
5281.428571428572,萨马赖,"开普敦,本格拉,塞拉利昂",珍珠,钻石,3.5,1325.0,17160.0,东南亚,东南亚,非洲西部,西非
5281.428571428572,望加锡,"开普敦,本格拉,塞拉利昂",珍珠,钻石,3.5,1325.0,17160.0,东南亚,东南亚,非洲西部,西非
5280.0,不莱梅,贝鲁特,蜂蜜,大马士革刀,2.9166666666666665,400.0,15000.0,欧洲北部,德国,欧洲东部,土耳其
5275.238095238095,马拉开波,"釜山,汉阳",黄金,白瓷,5.25,14625.0,13070.0,加勒比,加勒比,东亚,朝鲜
5275.238095238095,牙买加,"釜山,汉阳",黄金,白瓷,5.25,14625.0,13070.0,加勒比,加勒比,东亚,朝鲜
5275.135135135135,亚丁,科皮亚波,乳香,烟草,3.0833333333333335,4715.0,11550.0,印度洋,阿拉伯,南美洲,中南美
5275.135135135135,吉达,科皮亚波,乳香,烟草,3.0833333333333335,4715.0,11550.0,印度洋,阿拉伯,南美洲,中南美
5275.135135135135,索科特拉,科皮亚波,乳香,烟草,3.0833333333333335,4715.0,11550.0,印度洋,阿拉伯,南美洲,中南美
5275.0,拿骚,"霍尔木兹,巴士拉",玳瑁,青金石,3.0,1250.0,14575.0,加勒比,加勒比,印度洋,波斯
5275.0,南特,亚历山大,乳酪,胡椒,2.0,350.0,10200.0,欧洲西部,法国,欧洲东部,北非
5270.0,马斯喀特,伊斯坦布尔,乳香,蓝眼睛,3.0,3885.0,11925.0,印度洋,波斯,欧洲东部,土耳其
5266.666666666667,杭州,伯南布哥,青花瓷,可可,5.25,19250.0,8400.0,东亚,大明,南美洲,中南美
5266.666666666667,伯南布哥,杭州,可可,青花瓷,5.25,8400.0,19250.0,南美洲,中南美,东亚,大明
5265.0,雅法,"威尼斯,比萨,热那亚",椰枣,天鹅绒,2.0,930.0,9600.0,欧洲东部,土耳其,欧洲东部,意大利
5261.25,波尔多,"堺,长崎",白兰地,漆器,6.666666666666667,9350.0,25725.0,欧洲西部,法国,东亚,日本
5261.25,南特,"堺,长崎",白兰地,漆器,6.666666666666667,9350.0,25725.0,欧洲西部,法国,东亚,日本
5253.846153846154,圣胡安,"开罗,亚历山大",珍珠,埃及香精,3.25,1325.0,15750.0,加勒比,加勒比,欧洲东部,北非
5250.0,卡利卡特,"霍尔木兹,巴士拉",红宝石,青金石,2.0,6525.0,3975.0,印度洋,印度,印度洋,波斯
5250.0,巨港,"里斯本,塞维利亚,巴塞罗那",翡翠,火器,5.333333333333333,12600.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
5250.0,克里特,马赛,古代美术品,天鹅绒,2.0,5700.0,4800.0,欧洲东部,巴尔干,欧洲东部,法国
5250.0,锡兰,"霍尔木兹,巴士拉",红宝石,青金石,2.0,6525.0,3975.0,印度洋,印度,印度洋,波斯
5247.692307692308,塞瓦斯托波尔,洛布里,土耳其地毯,红宝石,5.416666666666667,4500.0,23925.0,欧洲东部,土耳其,东南亚,中南半岛
5235.0,嘉定,"霍尔木兹,巴士拉",蓝宝石,青金石,2.0,2520.0,7950.0,东南亚,中南半岛,印度洋,波斯
5230.7692307692305,拿骚,"开罗,亚历山大",玳瑁,埃及香精,3.25,1250.0,15750.0,加勒比,加勒比,欧洲东部,北非
5230.7692307692305,拿骚,"里斯本,塞维利亚,巴塞罗那",朗姆酒,火器,3.25,1600.0,15400.0,加勒比,加勒比,欧洲西部,伊比利亚
5230.7692307692305,圣胡安,"里斯本,塞维利亚,巴塞罗那",朗姆酒,火器,3.25,1600.0,15400.0,加勒比,加勒比,欧洲西部,伊比利亚
5223.75,江户,汉堡,日本刀,甲胄,6.666666666666667,17225.0,17600.0,东亚,日本,欧洲北部,德国
5221.621621621622,苏伊士,"哈瓦那,圣地亚哥,圣多明各",绿松石,烟草,3.0833333333333335,1400.0,14700.0,印度洋,阿拉伯,加勒比,加勒比
5220.0,塞瓦斯托波尔,马赛,土耳其地毯,天鹅绒,2.9166666666666665,5625.0,9600.0,欧洲东部,土耳其,欧洲东部,法国
5212.5,的黎波里,汉堡,玛瑙,甲胄,2.0,825.0,9600.0,欧洲东部,北非,欧洲北部,德国
5212.5,的黎波里,马赛,玛瑙,天鹅绒,2.0,825.0,9600.0,欧洲东部,北非,欧洲东部,法国
5212.5,的黎波里,"威尼斯,比萨,热那亚",玛瑙,天鹅绒,2.0,825.0,9600.0,欧洲东部,北非,欧洲东部,意大利
5210.7692307692305,特鲁希略,"雅典,萨洛尼卡",香草,大理石像,3.25,7035.0,9900.0,加勒比,加勒比,欧洲东部,巴尔干
5205.0,马斯喀特,洛布里,乳香,红宝石,2.0,3885.0,6525.0,印度洋,波斯,东南亚,中南半岛
5200.0,里斯本,安特卫普,火器,珠宝首饰,2.0,8400.0,2000.0,欧洲西部,伊比利亚,欧洲北部,荷兰
5200.0,安特卫普,"里斯本,塞维利亚,巴塞罗那",珠宝首饰,火器,2.0,2000.0,8400.0,欧洲北部,荷兰,欧洲西部,伊比利亚
5200.0,本地治里,"里斯本,塞维利亚,巴塞罗那",乌兹钢,火器,3.0,3000.0,12600.0,印度洋,印度,欧洲西部,伊比利亚
5200.0,马德拉斯,"里斯本,塞维利亚,巴塞罗那",紫檀木,火器,3.0,3000.0,12600.0,印度洋,印度,欧洲西部,伊比利亚
5200.0,塞维利亚,安特卫普,火器,珠宝首饰,2.0,8400.0,2000.0,欧洲西部,伊比利亚,欧洲北部,荷兰
5200.0,巴塞罗那,安特卫普,火器,珠宝首饰,2.0,8400.0,2000.0,欧洲东部,伊比利亚,欧洲北部,荷兰
5197.5,嘉定,雅加达,蓝宝石,黄金,2.0,2520.0,7875.0,东南亚,中南半岛,东南亚,东南亚
5191.666666666667,巴拿马,"霍尔木兹,巴士拉",白银,青金石,3.0,1000.0,14575.0,南美洲,南美西岸,印度洋,波斯
5191.666666666667,危地马拉,"霍尔木兹,巴士拉",白银,青金石,3.0,1000.0,14575.0,南美洲,南美西岸,印度洋,波斯
5191.666666666667,阿卡普尔科,"霍尔木兹,巴士拉",白银,青金石,3.0,1000.0,14575.0,北美西部,南美西岸,印度洋,波斯
5188.571428571428,马尼拉,"开普敦,本格拉,塞拉利昂",白银,钻石,3.5,1000.0,17160.0,东南亚,东南亚,非洲西部,西非
5187.692307692308,圣多美,"爱丁堡,都柏林,伦敦",祖母绿,英格兰花呢,3.25,13860.0,3000.0,非洲西部,西非,欧洲北部,不列颠
5186.842105263158,基尔瓦,伊斯坦布尔,犀角,蓝眼睛,3.1666666666666665,9800.0,6625.0,印度洋,东非,欧洲东部,土耳其
5186.842105263158,摩加迪沙,伊斯坦布尔,犀角,蓝眼睛,3.1666666666666665,9800.0,6625.0,印度洋,东非,欧洲东部,土耳其
5181.75,加来,"堺,长崎",蕾丝,漆器,6.666666666666667,8820.0,25725.0,欧洲北部,法国,东亚,日本
5180.0,卑尔根,"里斯本,塞维利亚,巴塞罗那",阿夸维特酒,火器,2.0,1960.0,8400.0,欧洲北部,北欧,欧洲西部,伊比利亚
5180.0,奥斯陆,"里斯本,塞维利亚,巴塞罗那",阿夸维特酒,火器,2.0,1960.0,8400.0,欧洲北部,北欧,欧洲西部,伊比利亚
5177.8378378378375,亚丁,"利马,兰巴耶克,通贝斯",乳香,印加玫瑰,3.0833333333333335,4715.0,11250.0,印度洋,阿拉伯,南美洲,南美西岸
5177.8378378378375,吉达,"利马,兰巴耶克,通贝斯",乳香,印加玫瑰,3.0833333333333335,4715.0,11250.0,印度洋,阿拉伯,南美洲,南美西岸
5177.8378378378375,索科特拉,"利马,兰巴耶克,通贝斯",乳香,印加玫瑰,3.0833333333333335,4715.0,11250.0,印度洋,阿拉伯,南美洲,南美西岸
5162.5,不莱梅,"雅典,萨洛尼卡",啤酒,大理石像,2.0,425.0,9900.0,欧洲北部,德国,欧洲东部,巴尔干
5161.9047619047615,漳州,伯南布哥,青瓷,可可,5.25,18700.0,8400.0,东亚,大明,南美洲,中南美
5160.0,占碑,"开普敦,本格拉,塞拉利昂",珊瑚,钻石,3.5,900.0,17160.0,东南亚,东南亚,非洲西部,西非
5160.0,古晋,"开普敦,本格拉,塞拉利昂",黄铜,钻石,3.5,900.0,17160.0,东南亚,东南亚,非洲西部,西非
5160.0,贝宁,塔马塔夫,象牙,蓝宝石,2.0,1500.0,8820.0,非洲西部,西非,印度洋,东非
5158.333333333333,巴士拉,那霸,青金石,珊瑚,3.0,14575.0,900.0,印度洋,波斯,东亚,东亚
5158.333333333333,霍尔木兹,那霸,青金石,珊瑚,3.0,14575.0,900.0,印度洋,波斯,东亚,东亚
5158.333333333333,那霸,"霍尔木兹,巴士拉",珊瑚,青金石,3.0,900.0,14575.0,东亚,东亚,印度洋,波斯
5151.428571428572,格罗宁根,贝鲁特,玻璃球,大马士革刀,2.9166666666666665,3025.0,12000.0,欧洲北部,荷兰,欧洲东部,土耳其
5151.428571428572,阿姆斯特丹,贝鲁特,玻璃球,大马士革刀,2.9166666666666665,3025.0,12000.0,欧洲北部,荷兰,欧洲东部,土耳其
5151.428571428572,贝鲁特,"格罗宁根,阿姆斯特丹",大马士革刀,玻璃球,2.9166666666666665,12000.0,3025.0,欧洲东部,土耳其,欧洲北部,荷兰
5150.0,伯南布哥,洛布里,可可,红宝石,5.5,4400.0,23925.0,南美洲,中南美,东南亚,中南半岛
5150.0,布宜诺斯艾利斯,洛布里,马黛茶,红宝石,5.5,4400.0,23925.0,南美洲,中南美,东南亚,中南半岛
5150.0,巴伊亚,洛布里,马黛茶,红宝石,5.5,4400.0,23925.0,南美洲,中南美,东南亚,中南半岛
5150.0,圣安东尼奥,洛布里,马黛茶,红宝石,5.5,4400.0,23925.0,南美洲,中南美,东南亚,中南半岛
5148.0,吕贝克,"堺,长崎",甲胄,漆器,6.666666666666667,14720.0,19600.0,欧洲北部,北欧,东亚,日本
5148.0,哥本哈根,"堺,长崎",甲胄,漆器,6.666666666666667,14720.0,19600.0,欧洲北部,北欧,东亚,日本
5144.615384615385,危地马拉,"里斯本,塞维利亚,巴塞罗那",龙舌兰酒,火器,3.25,1320.0,15400.0,南美洲,南美西岸,欧洲西部,伊比利亚
5144.615384615385,巴拿马,"里斯本,塞维利亚,巴塞罗那",龙舌兰酒,火器,3.25,1320.0,15400.0,南美洲,南美西岸,欧洲西部,伊比利亚
5142.857142857143,利马,"开罗,亚历山大",印加玫瑰,埃及香精,5.25,11250.0,15750.0,南美洲,南美西岸,欧洲东部,北非
5142.857142857143,亚历山大,"利马,兰巴耶克,通贝斯",埃及香精,印加玫瑰,5.25,15750.0,11250.0,欧洲东部,北非,南美洲,南美西岸
5142.857142857143,兰巴耶克,"开罗,亚历山大",印加玫瑰,埃及香精,5.25,11250.0,15750.0,南美洲,南美西岸,欧洲东部,北非
5142.857142857143,通贝斯,"开罗,亚历山大",印加玫瑰,埃及香精,5.25,11250.0,15750.0,南美洲,南美西岸,欧洲东部,北非
5142.857142857143,开罗,"利马,兰巴耶克,通贝斯",埃及香精,印加玫瑰,5.25,15750.0,11250.0,欧洲东部,北非,南美洲,南美西岸
5142.5,达沃,洛布里,乌木,红宝石,2.0,3760.0,6525.0,东南亚,东南亚,东南亚,中南半岛
5140.0,锡拉库萨,安特卫普,大理石像,珠宝首饰,2.0,8280.0,2000.0,欧洲东部,意大利,欧洲北部,荷兰
5140.0,安特卫普,锡拉库萨,珠宝首饰,大理石像,2.0,2000.0,8280.0,欧洲北部,荷兰,欧洲东部,意大利
5137.5,班加西,"里斯本,塞维利亚,巴塞罗那",陶器,火器,2.0,1875.0,8400.0,欧洲东部,北非,欧洲西部,伊比利亚
5137.297297297297,马斯喀特,科皮亚波,藏红花,烟草,3.0833333333333335,4290.0,11550.0,印度洋,波斯,南美洲,中南美
5136.666666666667,波尔图,"吉达,马萨瓦",蓝花瓷片,咖啡,3.0,9660.0,5750.0,欧洲西部,伊比利亚,印度洋,阿拉伯
5133.658536585366,纳塔尔,科皮亚波,乌木,烟草,3.4166666666666665,5990.0,11550.0,印度洋,东非,南美洲,中南美
5133.333333333333,的黎波里,"霍尔木兹,巴士拉",玛瑙,青金石,3.0,825.0,14575.0,欧洲东部,北非,印度洋,波斯
5133.333333333333,圣地亚哥,杭州,烟草,青花瓷,5.25,7700.0,19250.0,加勒比,加勒比,东亚,大明
5133.333333333333,雅法,"霍尔木兹,巴士拉",玛瑙,青金石,3.0,825.0,14575.0,欧洲东部,土耳其,印度洋,波斯
5133.333333333333,淡水,"霍尔木兹,巴士拉",玛瑙,青金石,3.0,825.0,14575.0,东亚,大明,印度洋,波斯
5133.333333333333,哈瓦那,杭州,烟草,青花瓷,5.25,7700.0,19250.0,加勒比,加勒比,东亚,大明
5133.333333333333,圣多明各,杭州,烟草,青花瓷,5.25,7700.0,19250.0,加勒比,加勒比,东亚,大明
5132.571428571428,开罗,"哥本哈根,吕贝克",埃及香精,甲胄,2.9166666666666665,8250.0,6720.0,欧洲东部,北非,欧洲北部,北欧
5125.714285714286,克里特,"斯德哥尔摩,但泽,维斯比",古代美术品,琥珀,2.9166666666666665,7600.0,7350.0,欧洲东部,巴尔干,欧洲北部,北欧
5125.0,卡利亚里,汉堡,牛至,甲胄,2.0,2250.0,8000.0,欧洲东部,意大利,欧洲北部,德国
5125.0,西西里,汉堡,牛至,甲胄,2.0,2250.0,8000.0,欧洲东部,意大利,欧洲北部,德国
5125.0,马德拉斯,勃固,乌兹钢,翡翠,2.0,5000.0,5250.0,印度洋,印度,东南亚,中南半岛
5125.0,本地治里,勃固,乌兹钢,翡翠,2.0,5000.0,5250.0,印度洋,印度,东南亚,中南半岛
5120.0,卑尔根,锡拉库萨,阿夸维特酒,大理石像,2.0,1960.0,8280.0,欧洲北部,北欧,欧洲东部,意大利
5120.0,奥斯陆,锡拉库萨,阿夸维特酒,大理石像,2.0,1960.0,8280.0,欧洲北部,北欧,欧洲东部,意大利
5115.789473684211,蒙巴萨,"雅典,萨洛尼卡,克里特",咖啡,古代美术品,3.1666666666666665,10500.0,5700.0,印度洋,东非,欧洲东部,巴尔干
5115.789473684211,摩加迪沙,"雅典,萨洛尼卡,克里特",咖啡,古代美术品,3.1666666666666665,10500.0,5700.0,印度洋,东非,欧洲东部,巴尔干
5112.0,法马古斯塔,"马辰,帝利,安汶",贝紫,肉豆蔻,5.416666666666667,1920.0,25770.0,欧洲东部,巴尔干,东南亚,东南亚
5103.75,江户,"斯德哥尔摩,但泽,维斯比",日本刀,琥珀,6.666666666666667,17225.0,16800.0,东亚,日本,欧洲北部,北欧
5102.5,帕尔马,"斯德哥尔摩,但泽,维斯比",迷迭香,琥珀,2.0,3905.0,6300.0,欧洲东部,伊比利亚,欧洲北部,北欧
5102.5,瓦伦西亚,"斯德哥尔摩,但泽,维斯比",迷迭香,琥珀,2.0,3905.0,6300.0,欧洲西部,伊比利亚,欧洲北部,北欧
5102.5,马拉加,"斯德哥尔摩,但泽,维斯比",迷迭香,琥珀,2.0,3905.0,6300.0,欧洲西部,伊比利亚,欧洲北部,北欧
5095.3125,巨港,伊斯坦布尔,翡翠,蓝眼睛,5.333333333333333,12600.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
5091.428571428572,加来,贝鲁特,洋甘菊,大马士革刀,2.9166666666666665,2850.0,12000.0,欧洲北部,法国,欧洲东部,土耳其
5088.9473684210525,纳塔尔,"斯德哥尔摩,但泽,维斯比",乌木,琥珀,3.1666666666666665,2465.0,13650.0,印度洋,东非,欧洲北部,北欧
5085.0,浦项,"那不勒斯,拉古萨,威尼斯",人参,玻璃工艺品,6.666666666666667,4500.0,29400.0,东亚,朝鲜,欧洲东部,意大利
5080.0,科皮亚波,伊斯坦布尔,烟草,火器,5.25,15050.0,11620.0,南美洲,中南美,欧洲东部,土耳其
5080.0,伊斯坦布尔,科皮亚波,火器,烟草,5.25,11620.0,15050.0,欧洲东部,土耳其,南美洲,中南美
5076.923076923077,贝宁,"爱丁堡,都柏林,伦敦",象牙,英格兰花呢,3.25,13500.0,3000.0,非洲西部,西非,欧洲北部,不列颠
5076.923076923077,加拉卡斯,"雅典,萨洛尼卡",可可,大理石像,3.25,6600.0,9900.0,加勒比,加勒比,欧洲东部,巴尔干
5076.923076923077,卡宴,"雅典,萨洛尼卡",可可,大理石像,3.25,6600.0,9900.0,加勒比,加勒比,欧洲东部,巴尔干
5076.923076923077,波多贝罗,"雅典,萨洛尼卡",可可,大理石像,3.25,6600.0,9900.0,加勒比,加勒比,欧洲东部,巴尔干
5072.5,圣多美,塔马塔夫,珍珠,蓝宝石,2.0,1325.0,8820.0,非洲西部,西非,印度洋,东非
5068.0,科钦,阿姆斯特丹,胡椒,蕾丝,5.0,21300.0,4040.0,印度洋,印度,欧洲北部,荷兰
5058.333333333333,马萨瓦,伊斯坦布尔,咖啡,蓝眼睛,3.0,3250.0,11925.0,印度洋,阿拉伯,欧洲东部,土耳其
5055.0,波尔图,"雅典,萨洛尼卡,克里特",蓝花瓷片,古代美术品,2.0,4410.0,5700.0,欧洲西部,伊比利亚,欧洲东部,巴尔干
5053.636363636364,帝利,"哈瓦那,圣地亚哥,圣多明各",肉豆蔻,烟草,5.5,13095.0,14700.0,东南亚,东南亚,加勒比,加勒比
5053.636363636364,马辰,"哈瓦那,圣地亚哥,圣多明各",肉豆蔻,烟草,5.5,13095.0,14700.0,东南亚,东南亚,加勒比,加勒比
